,work_id,version,task,first_acc,first_C_NED,first_G_NED,second_acc,second_C_NED,second_G_NED,third_acc,third_C_NED,third_G_NED,character_acc,character_C_NED,character_G_NED,composed_acc,composed_C_NED,composed_G_NED,grapheme_acc,grapheme_C_NED,grapheme_G_NED,fps
0,rec_grapheme_10000_horizontal_C+FML,276.0,test,0.9385245709318736,0.9698770497976016,0.9861262905089482,0.9323770300742412,0.9709764512843104,0.9856752540015804,0.9651639146482804,0.988854736111811,0.9932035520518396,0.8749999820696726,0.9415959223521524,0.9698746102972612,0.8729508017837951,0.9400151261316182,0.9693015987728768,0.9453551718847985,0.9765694123979076,0.988335032187456,572.6092022032252
0,rec_grapheme_10000_horizontal_C+FML,111.0,train,0.9999999687500012,1.0,1.0,0.9968749688476573,0.9993750000195312,0.9997916666731772,0.9968749688476573,0.9993750000195312,0.9993750000195312,0.9937499689453136,0.9985937500439452,0.9995312500146484,0.9937499689453136,0.9987500000390624,0.9991666666927084,0.9979166354817718,0.999583333346354,0.9997222222309028,2163.026150271719
0,rec_grapheme_10000_horizontal_C+FML,111.0,eval,0.9364753906459962,0.9690459933483287,0.9833655892904744,0.9098360469295892,0.9551026225697812,0.977346257728506,0.9549180132188932,0.9780753972746716,0.9863360875382168,0.8422130974956333,0.9255513286138,0.9566983268479504,0.8586065397826529,0.9251130317193204,0.965079365794952,0.9337431502648262,0.9674080043975938,0.9823493115190658,416.5117356635115
0,rec_grapheme_10000_horizontal_C+FML,281.0,train,0.9999999687500012,1.0,1.0,0.9999999687500012,1.0,1.0,0.9999999687500012,1.0,1.0,0.9999999687500012,1.0,1.0,0.9999999687500012,1.0,1.0,0.9999999687500012,1.0,1.0,1952.1006715735589
0,rec_grapheme_10000_horizontal_C+FML,111.0,test,0.9282786695024864,0.965944575248989,0.9828747076108812,0.9016393257860794,0.9581430531606128,0.9795456028131104,0.9303278497883638,0.9777013405558208,0.9878903203106004,0.8299180157803686,0.928395786010625,0.9588450871474412,0.8217212946368587,0.9147028706003508,0.9586277005615584,0.9200819483589764,0.9672629896551408,0.9834368769115308,438.6937037477876
0,rec_grapheme_10000_horizontal_C+FML,281.0,eval,0.9508196526471384,0.9713570133374018,0.9834265767989828,0.9282786695024864,0.965154177138722,0.9812397002716732,0.963114734362403,0.9806596413018612,0.9868581406110472,0.8586065397826529,0.9365168826435846,0.9662679445718796,0.8811475229273049,0.9426213256618712,0.9689920532852484,0.947404352170676,0.9723902772593284,0.983841472560568,467.4443169733737
0,rec_grapheme_10000_horizontal_C+FML,281.0,test,0.9426229315036284,0.9713114759977156,0.98687765661377,0.9282786695024864,0.9680848302142387,0.9845595891792694,0.963114734362403,0.9878756833085583,0.9922244992485872,0.87704916235555,0.9436792556427944,0.970584233840704,0.8709016214979176,0.9405274212030876,0.9694823928536548,0.944672111789506,0.9757573298401708,0.9878872483472088,517.6399501206012
0,rec_grapheme_10000_horizontal_C+FML,116.0,train,0.9999999687500012,1.0,1.0,0.9968749688476573,0.9989583333658856,0.9996527777886284,0.9968749688476573,0.9993750000195312,0.9993750000195312,0.9937499689453136,0.9983333333854166,0.9987500000390624,0.9937499689453136,0.9983333333854166,0.9990277778081598,0.9979166354817718,0.9994444444618056,0.9996759259360531,2022.0343100226685
0,rec_grapheme_10000_horizontal_C+FML,116.0,eval,0.9262294892166087,0.9638376601217236,0.9805344136177244,0.9180327680730992,0.9601800359447884,0.9775514468126872,0.9487704723612608,0.9775663548703224,0.9855017784218236,0.836065556638001,0.923175255282318,0.9580845051524448,0.8483606383532657,0.9246617241563594,0.9633923157818168,0.9310109098836562,0.9671946836456116,0.9811958796174118,521.9870809471848
0,rec_grapheme_10000_horizontal_C+FML,286.0,train,0.9999999687500012,1.0,1.0,0.9999999687500012,1.0,1.0,0.9999999687500012,1.0,1.0,0.9999999687500012,1.0,1.0,0.9999999687500012,1.0,1.0,0.9999999687500012,1.0,1.0,2292.410969872612
0,rec_grapheme_10000_horizontal_C+FML,116.0,test,0.9303278497883638,0.9685255666090584,0.9841654743465094,0.9118852272154668,0.9597108387126648,0.9801684885666748,0.9528688329330156,0.982761677428446,0.9899050765361198,0.8422130974956333,0.9305327883087544,0.9623937469758416,0.836065556638001,0.9207455129433492,0.9617708612222772,0.9316939699789488,0.9703326942500564,0.9847463464831012,520.8866104338668
0,rec_grapheme_10000_horizontal_C+FML,286.0,eval,0.9528688329330156,0.9723132974708112,0.9846560849705092,0.9262294892166087,0.9652029671455286,0.9814836503057064,0.963114734362403,0.9806596413018612,0.9872809873367046,0.8565573594967755,0.9354922925006458,0.96501566773051,0.8811475229273049,0.9447192959545552,0.9698637680735264,0.947404352170676,0.9727253019727335,0.9844735742043068,536.4821041057987
0,rec_grapheme_10000_horizontal_C+FML,286.0,test,0.940573751217751,0.970286885854777,0.9865361265661236,0.9323770300742412,0.9696217154286468,0.9846165108538772,0.9610655540765256,0.9874804842534248,0.9923529795998446,0.8688524412120402,0.9404347201901552,0.9693736995607132,0.8749999820696726,0.9417666873759754,0.9698588890728456,0.944672111789506,0.9757963618456164,0.987835205673282,511.1417535619818
0,rec_grapheme_10000_horizontal_C+FML,121.0,train,0.9999999687500012,1.0,1.0,0.9906249690429698,0.9960937501220704,0.9976562500732422,0.9968749688476573,0.9993750000195312,0.9993750000195312,0.9999999687500012,1.0,1.0,0.987499969140626,0.9939062501904296,0.9970312500927734,0.9958333022135428,0.9984895833805338,0.9990104166975912,2324.51531251457
0,rec_grapheme_10000_horizontal_C+FML,121.0,eval,0.9303278497883638,0.9635359752463027,0.9809195836159031,0.9016393257860794,0.9564939509305496,0.9757703405086527,0.9549180132188932,0.9785454076735752,0.987801414075975,0.8401639172097558,0.9208211374538994,0.9582918626813728,0.8422130974956333,0.9129553751898944,0.9592671207063184,0.9289617295977788,0.9661917779501424,0.9814971127335104,406.99771859088855
0,rec_grapheme_10000_horizontal_C+FML,291.0,train,0.9999999687500012,1.0,1.0,0.9999999687500012,1.0,1.0,0.9999999687500012,1.0,1.0,0.9999999687500012,1.0,1.0,0.9999999687500012,1.0,1.0,0.9999999687500012,1.0,1.0,1928.3662039467265
0,rec_grapheme_10000_horizontal_C+FML,121.0,test,0.9364753906459962,0.9668179163708271,0.9854177511878788,0.913934407501344,0.9618429620101135,0.9810407454661396,0.9549180132188932,0.9837862675713848,0.989869297197795,0.8504098186391431,0.9361338810901528,0.9641203711056088,0.8463114580673882,0.9226605207105084,0.9617497188859944,0.9351092704554111,0.9708157153174418,0.9854425979506044,519.2519055807487
0,rec_grapheme_10000_horizontal_C+FML,291.0,eval,0.9528688329330156,0.9720400734326944,0.9841096368942752,0.9282786695024864,0.9649834121148988,0.9811827785970656,0.9610655540765256,0.9803181112542152,0.9868256139398428,0.8586065397826529,0.9355947515149398,0.9647765966971577,0.8852458834990599,0.9450120359953949,0.9695628963648856,0.947404352170676,0.9724471989339362,0.9840393431437278,478.439501409549
0,rec_grapheme_10000_horizontal_C+FML,291.0,test,0.9385245709318736,0.9703893448690708,0.9862970555327714,0.9364753906459962,0.9711586006430548,0.9851288059253464,0.9651639146482804,0.989017369467833,0.9924099012744524,0.87704916235555,0.9427229715093848,0.9709713012280364,0.8852458834990599,0.945464969891916,0.9716071976500824,0.9467212920753832,0.9768551049933196,0.98794525424419,445.489438342687
0,rec_grapheme_10000_horizontal_C+FML,126.0,train,0.9999999687500012,1.0,1.0,0.9999999687500012,1.0,1.0,0.9968749688476573,0.9993750000195312,0.9993750000195312,0.9968749688476573,0.9993750000195312,0.9997916666731772,0.9968749688476573,0.9993750000195312,0.9993750000195312,0.9989583021158864,0.9997916666731772,0.9997916666731772,1781.406021663071
0,rec_grapheme_10000_horizontal_C+FML,126.0,eval,0.9364753906459962,0.9669480230556448,0.9827421614257232,0.9016393257860794,0.9536080220279388,0.975366196618938,0.9549180132188932,0.9779810699281788,0.9864694468901548,0.8483606383532657,0.9267149702761374,0.9616567468174684,0.8586065397826529,0.921792871756131,0.962442536982648,0.9310109098836562,0.966179038337254,0.981525934978272,521.6511188008516
0,rec_grapheme_10000_horizontal_C+FML,296.0,train,0.9999999687500012,1.0,1.0,0.9999999687500012,1.0,1.0,0.9999999687500012,1.0,1.0,0.9999999687500012,1.0,1.0,0.9999999687500012,1.0,1.0,0.9999999687500012,1.0,1.0,1952.750608255302
0,rec_grapheme_10000_horizontal_C+FML,126.0,test,0.9323770300742412,0.967466823461355,0.9851710905979122,0.922131128644854,0.9638010676166188,0.982306032975991,0.9528688329330156,0.9859265225366344,0.9905371781798588,0.8299180157803686,0.9286885260514646,0.9609972685587992,0.8442622777815108,0.9300050430684628,0.967173812364922,0.9357923305507037,0.972398137871536,0.986004767251254,460.4007743041663
0,rec_grapheme_10000_horizontal_C+FML,296.0,eval,0.9508196526471384,0.9723132974708112,0.9839730248752168,0.9303278497883638,0.9654957071863682,0.9813535436208888,0.9610655540765256,0.9798058161827458,0.9859717888207272,0.8606557200685304,0.9360045875721152,0.9656418061511948,0.8811475229273049,0.9436459158048098,0.9691644446426316,0.947404352170676,0.9725382736133084,0.9837661191056108,425.9678564838141
0,rec_grapheme_10000_horizontal_C+FML,296.0,test,0.9385245709318736,0.9703893448690708,0.9862970555327714,0.9344262103601186,0.9701340105001164,0.9847872758777002,0.959016373790648,0.9868998831724264,0.9912486991124552,0.8749999820696726,0.9422789824474448,0.9705576703925536,0.8729508017837951,0.9404688731949196,0.96900506395373,0.9439890516942137,0.9758077461805378,0.9874443435076422,457.7115144515155
0,rec_grapheme_10000_horizontal_C+FML,131.0,train,0.9999999687500012,1.0,1.0,0.9999999687500012,1.0,1.0,0.9968749688476573,0.9993750000195312,0.9993750000195312,0.9999999687500012,1.0,1.0,0.9968749688476573,0.9993750000195312,0.9993750000195312,0.9989583021158864,0.9997916666731772,0.9997916666731772,2190.676211922116
0,rec_grapheme_10000_horizontal_C+FML,131.0,eval,0.9344262103601186,0.9672757292680292,0.9827885119321896,0.9159835877872216,0.962473979431479,0.9798150320729204,0.944672111789506,0.9746405807954864,0.983229790438196,0.8401639172097558,0.9260636236852692,0.9600756795413412,0.8463114580673882,0.9252968074116256,0.962946429330723,0.9316939699789488,0.9681300964983316,0.9819444448144352,472.1221070968632
0,rec_grapheme_10000_horizontal_C+FML,131.0,test,0.9385245709318736,0.9699453558071308,0.9873330300106316,0.913934407501344,0.9641312133293436,0.9820463617175424,0.963114734362403,0.9874373864140792,0.991008272801136,0.8463114580673882,0.9347336078948032,0.9644049794786472,0.8422130974956333,0.9294268814878046,0.965910151188631,0.9385245709318736,0.9738379851835178,0.9867958881764366,446.9967332384911
0,rec_grapheme_10000_horizontal_C+FML,136.0,train,0.9999999687500012,1.0,1.0,0.9999999687500012,1.0,1.0,0.9968749688476573,0.9993750000195312,0.9993750000195312,0.9999999687500012,1.0,1.0,0.9968749688476573,0.9993750000195312,0.9993750000195312,0.9989583021158864,0.9997916666731772,0.9997916666731772,1995.413593114752
0,rec_grapheme_10000_horizontal_C+FML,136.0,eval,0.940573751217751,0.9685418299446606,0.9837179615618554,0.9180327680730992,0.9622576770679698,0.9785042072233828,0.9467212920753834,0.9749731660085514,0.9863645483755203,0.8483606383532657,0.932450235576254,0.9627200979102593,0.8545081792108981,0.927701341580411,0.9654330933442996,0.9351092704554111,0.9685908910070604,0.9828622390535864,452.47432874354377
0,rec_grapheme_10000_horizontal_C+FML,136.0,test,0.9323770300742412,0.9661771409481004,0.984566636624697,0.922131128644854,0.9640970603245788,0.9832037691012324,0.9610655540765256,0.9861428249001438,0.9906168685243096,0.8463114580673882,0.9328381161303664,0.966239754790169,0.8442622777815108,0.9257611256430682,0.9647470516374802,0.9385245709318736,0.9721390087242744,0.9861290914167464,437.8492740569724
0,rec_grapheme_10000_horizontal_C+FML,141.0,train,0.9999999687500012,1.0,1.0,0.9968749688476573,0.9993750000195312,0.9997916666731772,0.9968749688476573,0.9993750000195312,0.9993750000195312,0.9968749688476573,0.9993750000195312,0.9997916666731772,0.9937499689453136,0.9987500000390624,0.9991666666927084,0.9979166354817718,0.999583333346354,0.9997222222309028,2046.13532430864
0,rec_grapheme_10000_horizontal_C+FML,141.0,eval,0.9364753906459962,0.9675822931441308,0.9802416735768849,0.9098360469295892,0.959940964911436,0.9779976043193744,0.9549180132188932,0.9777615148975488,0.9853391450658016,0.8504098186391431,0.9315768944544156,0.96418000333615,0.8545081792108981,0.926823121457892,0.9611056907961472,0.9337431502648262,0.9684282576510386,0.9811928076540202,486.0280538606128
0,rec_grapheme_10000_horizontal_C+FML,141.0,test,0.9262294892166087,0.9665219236628672,0.9867177338136816,0.9159835877872216,0.9636018417554918,0.9824315317157212,0.9549180132188932,0.985664682833439,0.9918236080259928,0.8463114580673882,0.9316256844612224,0.9641165763273016,0.8463114580673882,0.927708660081432,0.9676779757685904,0.9323770300742412,0.9719294827505992,0.9869909578517988,473.2290146210849
0,rec_grapheme_10000_horizontal_C+FML,146.0,train,0.9968749688476573,0.999609375012207,0.999609375012207,0.9999999687500012,1.0,1.0,0.9937499689453136,0.9989843750317384,0.9989843750317384,0.9999999687500012,1.0,1.0,0.9937499689453136,0.9966964286746652,0.998482142904576,0.9968749688476573,0.9995312500146484,0.9995312500146484,2002.267305509452
0,rec_grapheme_10000_horizontal_C+FML,146.0,eval,0.9385245709318736,0.9678164851768024,0.9823615993726318,0.9057376863578344,0.9558962733471684,0.97673611158783,0.959016373790648,0.979526086810388,0.9866808702529832,0.8483606383532657,0.9294252551542443,0.9643057731314738,0.8442622777815108,0.9277330550848352,0.9619904162529068,0.9344262103601187,0.9677462817781196,0.9819261937378152,393.37268525769673
0,rec_grapheme_10000_horizontal_C+FML,146.0,test,0.944672111789506,0.9726125428458918,0.988487726838388,0.9303278497883638,0.9664731336560606,0.9844072559357956,0.9528688329330156,0.9833788710145496,0.9907710991569372,0.8504098186391431,0.9353629989826084,0.966203162285064,0.8668032609261628,0.9333894432072812,0.9691804369226404,0.9426229315036284,0.9741548491721672,0.9878886939770402,387.3570789223942
0,rec_grapheme_10000_horizontal_C+FML,151.0,train,0.9999999687500012,1.0,1.0,0.9968749688476573,0.999218750024414,0.999218750024414,0.9968749688476573,0.9993750000195312,0.9993750000195312,0.9937499689453136,0.9989285714620536,0.9993452381156994,0.9937499689453136,0.9985937500439452,0.9991145833610026,0.9979166354817718,0.9995312500146484,0.9995312500146484,1989.066145645617
0,rec_grapheme_10000_horizontal_C+FML,151.0,eval,0.9426229315036284,0.9701868663408234,0.9813410750635936,0.913934407501344,0.9584439248692534,0.97491272061123,0.959016373790648,0.9789601227314312,0.985386308739048,0.8565573594967755,0.9287836665647377,0.9613434065515328,0.8709016214979176,0.9333227635313122,0.9650769262946116,0.9385245709318736,0.969196971313836,0.9805467014712906,421.4015902185654
0,rec_grapheme_10000_horizontal_C+FML,151.0,test,0.9200819483589764,0.9613534356084874,0.98350518292106,0.9159835877872216,0.9627195557990724,0.9815546668711692,0.9487704723612608,0.9822038450172904,0.9894328976924692,0.8442622777815108,0.9336699857464192,0.964713982855089,0.836065556638001,0.9248536315164654,0.9645291229404108,0.9282786695024864,0.96875894547495,0.9848309158282328,385.2255670207626
0,rec_grapheme_10000_horizontal_C+FML,156.0,train,0.9999999687500012,1.0,1.0,0.9999999687500012,1.0,1.0,0.9968749688476573,0.9993750000195312,0.9993750000195312,0.9999999687500012,1.0,1.0,0.9968749688476573,0.9993750000195312,0.9993750000195312,0.9989583021158864,0.9997916666731772,0.9997916666731772,1985.2392258199184
0,rec_grapheme_10000_horizontal_C+FML,156.0,eval,0.9487704723612608,0.97016165817064,0.9837559093449272,0.9200819483589764,0.9643881740318584,0.9808949175569066,0.9610655540765256,0.9804335809369908,0.986368614209421,0.8483606383532657,0.9300473277410286,0.959162222191684,0.8811475229273049,0.941904112561814,0.9669629311132802,0.9433059915989208,0.9716611377131628,0.9836731470370847,422.1894077798413
0,rec_grapheme_10000_horizontal_C+FML,156.0,test,0.940573751217751,0.9706170315675016,0.9864943840047448,0.9241803089307314,0.9658356109004542,0.983469945693922,0.9610655540765256,0.9866803281417964,0.9905661811283494,0.8442622777815108,0.9300375697396672,0.9633955684489371,0.8647540806402852,0.9349995134318992,0.9670228343994148,0.941939871408336,0.9743776568699176,0.9868435036090054,450.6371099945442
0,rec_grapheme_10000_horizontal_C+FML,161.0,train,0.9968749688476573,0.999218750024414,0.999218750024414,0.9999999687500012,1.0,1.0,0.9937499689453136,0.9983333333854166,0.9990277778081598,0.9999999687500012,1.0,1.0,0.9906249690429698,0.997291666751302,0.998680555596788,0.9968749688476573,0.999184027803277,0.9994155092775246,2044.998904196015
0,rec_grapheme_10000_horizontal_C+FML,161.0,eval,0.9467212920753834,0.9702267115130488,0.983007795907226,0.9262294892166087,0.9648443605955,0.981282798111019,0.9487704723612608,0.9753659255633446,0.9843779819317114,0.8463114580673882,0.9278249429309876,0.9602486130099112,0.8709016214979176,0.935271111136456,0.965134390080406,0.9405737512177512,0.9701456658906312,0.9828895253166522,402.8962625963197
0,rec_grapheme_10000_horizontal_C+FML,161.0,test,0.940573751217751,0.9714513406838946,0.9859793783773416,0.9262294892166087,0.967480647296617,0.9837906044608786,0.959016373790648,0.9845457653440076,0.9907729965460907,0.8586065397826529,0.9355191270043894,0.9658659691269116,0.8688524412120402,0.9373877842650824,0.9690674067402052,0.941939871408336,0.9744925844415064,0.9868476597947704,403.10717942976095
0,rec_grapheme_10000_horizontal_C+FML,1.0,train,0.0,0.0749233087538009,0.3646300975322636,0.0,0.0638207137794121,0.2364484365593995,0.0,0.1902897442650385,0.4368370723265213,0.0,0.0029687811572254,0.1650905518845702,0.0,0.0081845548037563,0.1791749595132179,0.0,0.1096779222660838,0.3459718688060615,1818.0381478594195
0,rec_grapheme_10000_horizontal_C+FML,166.0,train,0.9999999687500012,1.0,1.0,0.9999999687500012,1.0,1.0,0.9999999687500012,1.0,1.0,0.9968749688476573,0.999218750024414,0.999218750024414,0.9999999687500012,1.0,1.0,0.9999999687500012,1.0,1.0,2122.3404672504453
0,rec_grapheme_10000_horizontal_C+FML,1.0,eval,0.0,0.0838410074341976,0.3623197182281971,0.0,0.0670155343410159,0.240759188079682,0.0,0.1888018198970507,0.4337517325221767,0.0,0.0017271867327567,0.1653889276760211,0.0,0.0082016206359931,0.1813912367418083,0.0,0.1132194538907547,0.3456102129433518,414.8802834671309
0,rec_grapheme_10000_horizontal_C+FML,166.0,eval,0.9487704723612608,0.9713049706634748,0.9832357536612502,0.9323770300742412,0.9668845960467962,0.9814560026351824,0.9508196526471384,0.9756472812692628,0.9856687486673396,0.8586065397826529,0.9344506258553248,0.9619877056969732,0.87704916235555,0.9389897228218994,0.9676739099346898,0.9439890516942134,0.9712789493265112,0.9834535016545908,391.4310621244916
0,rec_grapheme_10000_horizontal_C+FML,1.0,test,0.0,0.0832754751140726,0.3661142209581806,0.0,0.0579755592465318,0.2468538730966061,0.0,0.1965971806832858,0.4339525790303827,0.0,0.0007513865966245,0.1699995833192458,0.0,0.0039788455468814,0.1920740797877083,0.0,0.1126160716812967,0.3489735576950565,377.2479320549627
0,rec_grapheme_10000_horizontal_C+FML,166.0,test,0.9303278497883638,0.9679587893633216,0.9846899669196804,0.9200819483589764,0.9654030061734356,0.982460534664212,0.9508196526471384,0.9826535262466912,0.9895524332091454,0.8463114580673882,0.9319135455013812,0.9659754755866332,0.8442622777815108,0.9283266668343156,0.9657675759465184,0.933743150264826,0.9720051072611496,0.9855676449310126,479.0183690344037
0,rec_grapheme_10000_horizontal_C+FML,6.0,train,0.0156249995117187,0.2198016116827871,0.5387876301536274,0.012499999609375,0.259221253308066,0.4587818456167709,0.0656249979492188,0.4586706518371772,0.5472929208931276,0.0,0.026031698421302,0.6742181907269872,0.0,0.0384052879863423,0.4533234297820563,0.0312499990234375,0.3125645056093434,0.5149541322211754,2305.124353104726
0,rec_grapheme_10000_horizontal_C+FML,171.0,train,0.9999999687500012,1.0,1.0,0.9999999687500012,1.0,1.0,0.9999999687500012,1.0,1.0,0.9968749688476573,0.998437500048828,0.998437500048828,0.9999999687500012,1.0,1.0,0.9999999687500012,1.0,1.0,1964.7590449100987
0,rec_grapheme_10000_horizontal_C+FML,6.0,eval,0.0102459014293872,0.2125862118159852,0.526162296117977,0.0143442620011421,0.2431417667454029,0.4493806492396411,0.0532786874328137,0.4333634321162191,0.5430027090784635,0.0,0.0334034333336709,0.6394419729062695,0.0,0.0258636030999847,0.445785367849181,0.0259562836211144,0.2963638035592024,0.5061818848120273,432.5120736780516
0,rec_grapheme_10000_horizontal_C+FML,171.0,eval,0.944672111789506,0.968470271268011,0.981235092326586,0.9262294892166087,0.9667309075253554,0.981112033087196,0.959016373790648,0.9789601227314312,0.9870126422992682,0.8483606383532657,0.9324014455694474,0.9650967133529276,0.8749999820696726,0.9389742726530772,0.9666167931205468,0.9433059915989208,0.971387100508266,0.9831199225710168,527.8558436290693
0,rec_grapheme_10000_horizontal_C+FML,6.0,test,0.0081967211435098,0.1968912797930806,0.5492535221171704,0.0061475408576323,0.2222645228328558,0.481914638945066,0.0553278677186912,0.4321005841067081,0.5483007617064746,0.0020491802858774,0.0319168905353766,0.6582073487666178,0.0,0.0193184236868781,0.4983983427446783,0.0232240432399444,0.2837521289108815,0.5264896409229037,376.9432763055478
0,rec_grapheme_10000_horizontal_C+FML,171.0,test,0.9426229315036284,0.9716302373755188,0.9863691563206076,0.9180327680730992,0.963211521701039,0.9815782487077924,0.9569671935047708,0.9853654374583584,0.99084130255562,0.8504098186391431,0.9348165509063744,0.9671328829703232,0.8586065397826529,0.9292048869568346,0.9661538301670708,0.939207631027166,0.973402398844972,0.9862629025280066,464.2140586678
0,rec_grapheme_10000_horizontal_C+FML,11.0,train,0.02499999921875,0.2768117785520128,0.4194233812382576,0.02499999921875,0.3318601399269899,0.4694291667126137,0.4593749856445317,0.7711607214369417,0.8296817182854092,0.0,0.0770957629677411,0.2658002874940066,0.0,0.0793911498007724,0.2876380844306231,0.1697916613606772,0.4599442133053148,0.5728447554120936,1582.4903381799718
0,rec_grapheme_10000_horizontal_C+FML,176.0,train,0.9999999687500012,1.0,1.0,0.9999999687500012,1.0,1.0,0.9999999687500012,1.0,1.0,0.9999999687500012,1.0,1.0,0.9999999687500012,1.0,1.0,0.9999999687500012,1.0,1.0,2219.2862580500505
