,work_id,version,task,character_acc,character_C_NED,character_G_NED,fps
0,rec_grapheme_10000_horizontal_C,1.0,train,0.0,0.0102381261681538,0.1551244476986583,2796.896063815821
0,rec_grapheme_10000_horizontal_C,1.0,eval,0.0,0.0087082974642547,0.1503954136045066,586.0519407825839
0,rec_grapheme_10000_horizontal_C,166.0,eval,0.836065556638001,0.9216066565634856,0.9562169321141252,593.8548267525093
0,rec_grapheme_10000_horizontal_C,1.0,test,0.0,0.0100995519007702,0.1567200276888615,477.46954473949
0,rec_grapheme_10000_horizontal_C,166.0,test,0.7868852297769421,0.9004732651152043,0.9499693717425394,269.8411340226415
0,rec_grapheme_10000_horizontal_C,6.0,train,0.0,0.0293675898560719,0.3364161913719156,1954.310470552111
0,rec_grapheme_10000_horizontal_C,171.0,train,0.9968749688476573,0.998437500048828,0.9994791666829428,2107.32405320482
0,rec_grapheme_10000_horizontal_C,6.0,eval,0.0,0.0374073187104274,0.3259714770786046,512.7780555701584
0,rec_grapheme_10000_horizontal_C,171.0,eval,0.8381147369238784,0.9231630577806164,0.9596341299797412,523.4582532363387
0,rec_grapheme_10000_horizontal_C,6.0,test,0.0,0.0271866254512235,0.3595560782639323,445.7725249727178
0,rec_grapheme_10000_horizontal_C,171.0,test,0.7991803114922068,0.9063305054323374,0.9501685976036665,389.7338136294922
0,rec_grapheme_10000_horizontal_C,11.0,train,0.0,0.0371094050903307,0.3526413892775761,2284.1684332313434
0,rec_grapheme_10000_horizontal_C,11.0,eval,0.0,0.038710011892164,0.3620359658876751,499.8804616682402
0,rec_grapheme_10000_horizontal_C,176.0,train,0.9999999687500012,1.0,1.0,2090.843142173884
0,rec_grapheme_10000_horizontal_C,11.0,test,0.0,0.0290154375396912,0.3549259066179855,482.3896823474505
0,rec_grapheme_10000_horizontal_C,176.0,eval,0.8442622777815108,0.9239095448847576,0.9578045047244936,474.0855412581639
0,rec_grapheme_10000_horizontal_C,176.0,test,0.813524573493349,0.9151761336663752,0.9561131178218644,419.5888367447548
0,rec_grapheme_10000_horizontal_C,16.0,train,0.0,0.0166778581097691,0.8402132986441281,2118.682582069637
0,rec_grapheme_10000_horizontal_C,16.0,eval,0.0,0.019838850426149,0.8051150942008466,548.4599317861538
0,rec_grapheme_10000_horizontal_C,181.0,train,0.9999999687500012,1.0,1.0,2231.408603600692
0,rec_grapheme_10000_horizontal_C,16.0,test,0.0020491802858774,0.0136685408986734,0.8289922146173707,486.62098128814574
0,rec_grapheme_10000_horizontal_C,181.0,eval,0.8217212946368587,0.9144491625649568,0.9563326728524942,528.2254585965611
0,rec_grapheme_10000_horizontal_C,181.0,test,0.8032786720639616,0.9108297572266866,0.9545369295464178,489.0747979506056
0,rec_grapheme_10000_horizontal_C,21.0,train,0.0,0.0819841556721218,0.5087744035783134,2203.318343554592
0,rec_grapheme_10000_horizontal_C,21.0,eval,0.0,0.0862550603584211,0.4860653132463415,503.2921609227842
0,rec_grapheme_10000_horizontal_C,186.0,train,0.9999999687500012,1.0,1.0,2355.375165214237
0,rec_grapheme_10000_horizontal_C,21.0,test,0.0020491802858774,0.0913097050635856,0.4987433965150383,512.5220317178532
0,rec_grapheme_10000_horizontal_C,186.0,eval,0.8299180157803686,0.9198648533204898,0.9562209979480258,440.26737429041685
0,rec_grapheme_10000_horizontal_C,186.0,test,0.8053278523498392,0.9103117699877564,0.9553557884939886,446.7037167443389
0,rec_grapheme_10000_horizontal_C,26.0,train,0.037499998828125,0.2622631678955455,0.5463074711884737,2217.598067012183
0,rec_grapheme_10000_horizontal_C,26.0,eval,0.0512295071469363,0.2783974256638569,0.5624197765095265,468.8548775761535
0,rec_grapheme_10000_horizontal_C,191.0,train,0.9999999687500012,1.0,1.0,2013.830880115108
0,rec_grapheme_10000_horizontal_C,26.0,test,0.0348360648599167,0.2413300311593175,0.5313917716808649,422.2550753263959
0,rec_grapheme_10000_horizontal_C,191.0,eval,0.8299180157803686,0.917849826039377,0.9560388485892812,503.23334585126537
0,rec_grapheme_10000_horizontal_C,191.0,test,0.8032786720639616,0.9100385459496396,0.9541214013217816,421.5885539666105
0,rec_grapheme_10000_horizontal_C,31.0,train,0.1249999960937501,0.4683246693926317,0.6974214710957904,2442.179449332525
0,rec_grapheme_10000_horizontal_C,196.0,train,0.9999999687500012,1.0,1.0,2091.189886932986
0,rec_grapheme_10000_horizontal_C,31.0,eval,0.1741803242995835,0.4775712441169047,0.6942940148515078,473.133460779075
0,rec_grapheme_10000_horizontal_C,196.0,eval,0.8422130974956333,0.9225483036948532,0.957242335423844,527.9234790480293
0,rec_grapheme_10000_horizontal_C,31.0,test,0.0983606537221177,0.4222409368978733,0.6700060784075863,458.6517272661264
0,rec_grapheme_10000_horizontal_C,196.0,test,0.813524573493349,0.9111997481116368,0.9552560400356284,489.3573654087687
0,rec_grapheme_10000_horizontal_C,36.0,train,0.3343749895507816,0.6553720345791476,0.8120126546841283,2030.167265502031
0,rec_grapheme_10000_horizontal_C,201.0,train,0.9999999687500012,1.0,1.0,2393.9088738221367
0,rec_grapheme_10000_horizontal_C,36.0,eval,0.2971311414522307,0.6184288069343569,0.781555755191903,443.0438859463335
0,rec_grapheme_10000_horizontal_C,201.0,eval,0.8278688354944911,0.9212285340107346,0.9557409584921674,473.4075741527815
0,rec_grapheme_10000_horizontal_C,36.0,test,0.2827868794510885,0.5925619716590539,0.7718636203397709,432.3155654275687
0,rec_grapheme_10000_horizontal_C,201.0,test,0.8114753932074715,0.9145784560829942,0.9563351123528344,507.4003833171975
0,rec_grapheme_10000_horizontal_C,41.0,train,0.5343749833007818,0.780539441381952,0.88490203732697,2261.116891378297
0,rec_grapheme_10000_horizontal_C,206.0,train,0.9999999687500012,1.0,1.0,2343.4245348654813
0,rec_grapheme_10000_horizontal_C,41.0,eval,0.4446721220354073,0.7290154231954293,0.8514141001043817,392.0048764339525
0,rec_grapheme_10000_horizontal_C,206.0,eval,0.8381147369238784,0.9237241428588924,0.959407527503684,514.0988184673856
0,rec_grapheme_10000_horizontal_C,41.0,test,0.4262294994625102,0.7033242319446309,0.8447182137813617,480.1770733554126
0,rec_grapheme_10000_horizontal_C,206.0,test,0.8176229340651039,0.9131318323811785,0.9536714490367872,545.2047814399434
0,rec_grapheme_10000_horizontal_C,46.0,train,0.6562499794921882,0.8533370581546454,0.9228484647125728,2175.587786599073
0,rec_grapheme_10000_horizontal_C,211.0,train,0.9999999687500012,1.0,1.0,2262.288605086517
0,rec_grapheme_10000_horizontal_C,46.0,eval,0.5491803166151574,0.7871674191414431,0.8881570410636567,461.8381831453173
0,rec_grapheme_10000_horizontal_C,211.0,eval,0.8463114580673882,0.9275004893857236,0.9628103594228512,433.0071218004936
0,rec_grapheme_10000_horizontal_C,46.0,test,0.5204917926128731,0.7571542464543592,0.8765195402179078,452.9003715155168
0,rec_grapheme_10000_horizontal_C,211.0,test,0.8176229340651039,0.915315185185774,0.9585870422225528,514.2994055208259
0,rec_grapheme_10000_horizontal_C,51.0,train,0.7281249772460945,0.884981402403855,0.9372061031527856,2378.0977985621034
0,rec_grapheme_10000_horizontal_C,216.0,train,0.9937499689453136,0.9979166667317708,0.9986111111545138,2145.2513509302544
0,rec_grapheme_10000_horizontal_C,51.0,eval,0.6209016266208683,0.8114721610321538,0.9065527710189007,439.441465746428
0,rec_grapheme_10000_horizontal_C,216.0,eval,0.8483606383532657,0.927310208359178,0.9611178882978488,433.57657276668687
0,rec_grapheme_10000_horizontal_C,51.0,test,0.5758196603315644,0.7965692534530759,0.8943753274311587,472.8600911333998
0,rec_grapheme_10000_horizontal_C,216.0,test,0.8258196552086137,0.9159299392715372,0.9559344921858336,551.4595131309901
0,rec_grapheme_10000_horizontal_C,56.0,train,0.8062499748046883,0.9155059550213912,0.9523883943450056,2191.56045207194
0,rec_grapheme_10000_horizontal_C,221.0,train,0.9999999687500012,1.0,1.0,2106.902878201748
0,rec_grapheme_10000_horizontal_C,56.0,eval,0.6700819534819272,0.8405444997546502,0.9169192921873378,385.77390302692834
0,rec_grapheme_10000_horizontal_C,221.0,eval,0.8565573594967755,0.9288031825674602,0.960377364416762,399.6774606064175
0,rec_grapheme_10000_horizontal_C,56.0,test,0.6536885111949076,0.8310564697643255,0.9121308240748628,416.7124348151616
0,rec_grapheme_10000_horizontal_C,221.0,test,0.8114753932074715,0.908794400776071,0.957177824192622,391.8002908677449
0,rec_grapheme_10000_horizontal_C,61.0,train,0.8656249729492197,0.946889882612072,0.9683209335296534,2066.865445551788
0,rec_grapheme_10000_horizontal_C,226.0,train,0.9968749688476573,0.9989583333658856,0.9989583333658856,2289.884415351323
0,rec_grapheme_10000_horizontal_C,61.0,eval,0.7028688380559664,0.8520808968640722,0.9242849568815752,396.7269842194693
0,rec_grapheme_10000_horizontal_C,226.0,eval,0.8381147369238784,0.9222669479889352,0.9586084556144292,469.3530950160754
0,rec_grapheme_10000_horizontal_C,61.0,test,0.6762294943395596,0.8455739362896311,0.920806229396264,356.03658982753086
0,rec_grapheme_10000_horizontal_C,226.0,test,0.8217212946368587,0.9109631165786246,0.9560906202076148,408.7375398414693
0,rec_grapheme_10000_horizontal_C,66.0,train,0.874999972656251,0.9471800611744328,0.9709697429706876,2095.042946453841
0,rec_grapheme_10000_horizontal_C,231.0,train,0.9968749688476573,0.9989583333658856,0.9996527777886284,2242.758018120963
0,rec_grapheme_10000_horizontal_C,66.0,eval,0.7254098212006185,0.8672732918168692,0.9288731149105496,418.5575401058632
0,rec_grapheme_10000_horizontal_C,231.0,eval,0.8442622777815108,0.9248024020093184,0.9602136468383664,460.13464709769767
0,rec_grapheme_10000_horizontal_C,66.0,test,0.682377035197192,0.8495218610070656,0.9204649704042112,413.6736349611536
0,rec_grapheme_10000_horizontal_C,231.0,test,0.8258196552086137,0.9156591547337604,0.9564492267576432,466.9806588937948
0,rec_grapheme_10000_horizontal_C,71.0,train,0.9031249717773449,0.9607886917015438,0.976039187256712,2250.9064990952284
0,rec_grapheme_10000_horizontal_C,236.0,train,0.9999999687500012,1.0,1.0,2060.987086719181
0,rec_grapheme_10000_horizontal_C,71.0,eval,0.7499999846311479,0.8748389955390136,0.9341169564198863,417.5850083311829
0,rec_grapheme_10000_horizontal_C,236.0,eval,0.8463114580673882,0.9265360735845132,0.9620400194264936,447.2713890651671
0,rec_grapheme_10000_horizontal_C,71.0,test,0.7131147394853538,0.8651858926923265,0.9315825866218764,376.3703905371872
0,rec_grapheme_10000_horizontal_C,236.0,test,0.8155737537792264,0.9107728355520788,0.9545493981037128,387.3986523494109
0,rec_grapheme_10000_horizontal_C,76.0,train,0.9343749708007822,0.97306547703218,0.9858556552039156,2074.678434856622
0,rec_grapheme_10000_horizontal_C,241.0,train,0.9999999687500012,1.0,1.0,2031.1295008469992
0,rec_grapheme_10000_horizontal_C,76.0,eval,0.7520491649170253,0.880122953276169,0.939182172293192,558.1605299186427
0,rec_grapheme_10000_horizontal_C,241.0,eval,0.8381147369238784,0.9233484598064816,0.9578012520573732,558.6406277845098
0,rec_grapheme_10000_horizontal_C,76.0,test,0.7377049029158832,0.8757237209957733,0.9343725618444344,485.8679887866923
0,rec_grapheme_10000_horizontal_C,241.0,test,0.8196721143509813,0.9119511142164584,0.9541262803224622,533.6227291030407
0,rec_grapheme_10000_horizontal_C,81.0,train,0.9312499708984384,0.9675000010156248,0.9806250006054688,2222.722484011761
0,rec_grapheme_10000_horizontal_C,246.0,train,0.9999999687500012,1.0,1.0,2474.8147655900298
0,rec_grapheme_10000_horizontal_C,81.0,eval,0.768442607204045,0.8927709493740015,0.9441663425440804,514.2151045930154
0,rec_grapheme_10000_horizontal_C,246.0,eval,0.8483606383532657,0.928847093573586,0.9614203863400498,406.1227327425841
0,rec_grapheme_10000_horizontal_C,81.0,test,0.7336065423441283,0.8797960602305647,0.9387514649553272,453.204808549974
0,rec_grapheme_10000_horizontal_C,246.0,test,0.8258196552086137,0.916954529414476,0.9575245042965422,452.6070879348379
0,rec_grapheme_10000_horizontal_C,86.0,train,0.9468749704101572,0.9810900303528414,0.9873945936478872,2157.810341369381
0,rec_grapheme_10000_horizontal_C,251.0,train,0.9999999687500012,1.0,1.0,2472.908608358639
0,rec_grapheme_10000_horizontal_C,86.0,eval,0.768442607204045,0.8921130974488924,0.9453199551494632,514.9935888313673
0,rec_grapheme_10000_horizontal_C,251.0,eval,0.8442622777815108,0.92621731220671,0.9585954449459472,499.4764451524942
0,rec_grapheme_10000_horizontal_C,86.0,test,0.7479508043452704,0.8827364713074428,0.9348051665714529,445.4036695883766
0,rec_grapheme_10000_horizontal_C,251.0,test,0.8299180157803686,0.9178766605431208,0.956321559573166,412.3623850121758
0,rec_grapheme_10000_horizontal_C,91.0,train,0.9656249698242196,0.9879166670442708,0.9919965280278864,2216.384627416498
0,rec_grapheme_10000_horizontal_C,256.0,train,0.9999999687500012,1.0,1.0,2165.714598841615
0,rec_grapheme_10000_horizontal_C,91.0,eval,0.7889344100628195,0.892435111493816,0.9445162753151212,457.8160808631904
0,rec_grapheme_10000_horizontal_C,256.0,eval,0.8463114580673882,0.9271394433353548,0.9583439053553,515.8397696918997
0,rec_grapheme_10000_horizontal_C,91.0,test,0.7540983452029028,0.8843140148608564,0.9414986133941324,415.2700173313657
0,rec_grapheme_10000_horizontal_C,256.0,test,0.8196721143509813,0.9134196934213372,0.9563044830707838,470.1417194080589
0,rec_grapheme_10000_horizontal_C,96.0,train,0.9718749696289072,0.9883854170296223,0.99487847238227,1977.5180882171285
0,rec_grapheme_10000_horizontal_C,261.0,train,0.9999999687500012,1.0,1.0,2221.313865675198
0,rec_grapheme_10000_horizontal_C,96.0,eval,0.7868852297769421,0.8945184447844581,0.946768747296026,473.1560378975706
0,rec_grapheme_10000_horizontal_C,261.0,eval,0.8442622777815108,0.9267003332740954,0.958633934840206,578.7240900381952
0,rec_grapheme_10000_horizontal_C,96.0,test,0.7704917874899224,0.8923790029859884,0.944147097596951,473.3511555070426
0,rec_grapheme_10000_horizontal_C,261.0,test,0.8258196552086137,0.9179620430550324,0.9562551509527903,508.3559343829626
0,rec_grapheme_10000_horizontal_C,101.0,train,0.9812499693359386,0.9937202382914806,0.9964806548718844,2184.6131229141897
0,rec_grapheme_10000_horizontal_C,266.0,train,0.9999999687500012,1.0,1.0,2181.7504651618847
0,rec_grapheme_10000_horizontal_C,101.0,eval,0.7889344100628195,0.904008101108343,0.9500712886456464,526.7076951515261
0,rec_grapheme_10000_horizontal_C,266.0,eval,0.8463114580673882,0.9255342521114176,0.9586767616239584,533.9669519546052
0,rec_grapheme_10000_horizontal_C,101.0,test,0.7807376889193097,0.8984777538368142,0.9480668325326752,517.8986839362782
0,rec_grapheme_10000_horizontal_C,266.0,test,0.8340163763521234,0.9198233818147044,0.9582531017315208,231.7988759398324
0,rec_grapheme_10000_horizontal_C,106.0,train,0.9781249694335948,0.9935416668684895,0.9959895834586588,2086.260027569813
0,rec_grapheme_10000_horizontal_C,146.0,eval,0.8176229340651039,0.912126758240962,0.9524891045385072,504.2369544756562
0,rec_grapheme_10000_horizontal_C,271.0,train,0.9999999687500012,1.0,1.0,1522.862337994295
0,rec_grapheme_10000_horizontal_C,106.0,eval,0.7930327706345744,0.8967237530921167,0.9471769570196412,402.32128503269945
0,rec_grapheme_10000_horizontal_C,146.0,test,0.7930327706345744,0.905086360258769,0.9504377558078828,456.3115531256001
0,rec_grapheme_10000_horizontal_C,271.0,eval,0.8442622777815108,0.9261148531924162,0.957501464571106,471.9129213871884
0,rec_grapheme_10000_horizontal_C,106.0,test,0.7786885086334322,0.8961211965080551,0.94517412724023,435.5353654213307
0,rec_grapheme_10000_horizontal_C,271.0,test,0.831967196066246,0.9178766605431208,0.9580367993680116,467.73294763588393
0,rec_grapheme_10000_horizontal_C,151.0,train,0.9968749688476573,0.9993750000195312,0.9997916666731772,2138.2502387131867
0,rec_grapheme_10000_horizontal_C,111.0,train,0.9906249690429698,0.9981473214864676,0.9990848214571708,1909.7060010346904
0,rec_grapheme_10000_horizontal_C,151.0,eval,0.8217212946368587,0.9167715668889512,0.9555617907449498,354.2350357313127
0,rec_grapheme_10000_horizontal_C,276.0,train,0.9999999687500012,1.0,1.0,1786.1363239792609
0,rec_grapheme_10000_horizontal_C,111.0,eval,0.8012294917780842,0.9053254312921212,0.9516862378709452,502.6136050301816
0,rec_grapheme_10000_horizontal_C,151.0,test,0.7889344100628195,0.899909740536588,0.9464269461927864,383.3031925087112
0,rec_grapheme_10000_horizontal_C,276.0,eval,0.8463114580673882,0.9264563832400624,0.9582793941240778,408.6082471314253
0,rec_grapheme_10000_horizontal_C,111.0,test,0.7745901480616774,0.8967139950907553,0.9444783275320492,419.590431790685
0,rec_grapheme_10000_horizontal_C,276.0,test,0.8237704749227363,0.9157762507500964,0.9566991400147306,487.3557544885709
0,rec_grapheme_10000_horizontal_C,156.0,train,0.9937499689453136,0.9983333333854166,0.9983333333854166,2109.4096476242416
0,rec_grapheme_10000_horizontal_C,116.0,train,0.9968749688476573,0.9993750000195312,0.9997916666731772,1882.652251102202
0,rec_grapheme_10000_horizontal_C,156.0,eval,0.8217212946368587,0.9177961570318898,0.953945215186091,282.75319087173824
0,rec_grapheme_10000_horizontal_C,281.0,train,0.9999999687500012,1.0,1.0,2187.006957804553
0,rec_grapheme_10000_horizontal_C,116.0,eval,0.7889344100628195,0.9024614578925736,0.9478497170023856,465.6098141747598
0,rec_grapheme_10000_horizontal_C,156.0,test,0.8053278523498392,0.9056498848373852,0.951429006112837,412.6870929019816
0,rec_grapheme_10000_horizontal_C,281.0,eval,0.8422130974956333,0.9266726856035716,0.9580479126473398,432.854383127622
0,rec_grapheme_10000_horizontal_C,116.0,test,0.7704917874899224,0.8941183667286439,0.944013738245013,363.8993579732778
0,rec_grapheme_10000_horizontal_C,281.0,test,0.8237704749227363,0.9150078081428924,0.9558168540583112,460.4907988661813
0,rec_grapheme_10000_horizontal_C,161.0,train,0.9999999687500012,1.0,1.0,1957.637649401844
0,rec_grapheme_10000_horizontal_C,121.0,train,0.9968749688476573,0.9993750000195312,0.9997916666731772,1997.224611366427
0,rec_grapheme_10000_horizontal_C,161.0,eval,0.8258196552086137,0.9174204739794788,0.956014453585878,428.5416672413858
0,rec_grapheme_10000_horizontal_C,286.0,train,0.9999999687500012,1.0,1.0,2230.052390336954
0,rec_grapheme_10000_horizontal_C,161.0,test,0.7909835903486969,0.901224631220026,0.948901141649068,398.3957800843713
0,rec_grapheme_10000_horizontal_C,286.0,eval,0.8504098186391431,0.9287787875640569,0.959565823970212,464.1010033658715
0,rec_grapheme_10000_horizontal_C,166.0,train,0.9999999687500012,1.0,1.0,2183.127376561917
0,rec_grapheme_10000_horizontal_C,131.0,eval,0.8032786720639616,0.9124292562831632,0.9539427756857508,609.9451074648583
0,rec_grapheme_10000_horizontal_C,131.0,test,0.7930327706345744,0.9070306420300124,0.9512338460856106,605.6429587773888
0,rec_grapheme_10000_horizontal_C,286.0,test,0.831967196066246,0.918047425566944,0.9568300598663284,497.57706784399846
0,rec_grapheme_10000_horizontal_C,121.0,eval,0.8032786720639616,0.909872659926497,0.9522164226115768,466.35333344526185
0,rec_grapheme_10000_horizontal_C,121.0,test,0.7909835903486969,0.9021662783513936,0.9486853813967456,467.5639587601468
0,rec_grapheme_10000_horizontal_C,291.0,train,0.9999999687500012,1.0,1.0,2369.298177357133
0,rec_grapheme_10000_horizontal_C,136.0,train,0.9968749688476573,0.999218750024414,0.9994791666829428,2659.9371877959334
0,rec_grapheme_10000_horizontal_C,291.0,eval,0.8524589989250205,0.9287787875640569,0.9592242939225658,472.1180682382909
0,rec_grapheme_10000_horizontal_C,136.0,eval,0.8155737537792264,0.9155908487242312,0.9507050166229456,594.3039935070548
0,rec_grapheme_10000_horizontal_C,291.0,test,0.8237704749227363,0.9152468791762448,0.9563519177996236,521.3666523054694
0,rec_grapheme_10000_horizontal_C,126.0,train,0.987499969140626,0.9974479167464192,0.9981250000585936,2054.909860163941
0,rec_grapheme_10000_horizontal_C,136.0,test,0.7930327706345744,0.9011563252104968,0.951222461750689,603.850252536232
0,rec_grapheme_10000_horizontal_C,126.0,eval,0.7848360494910646,0.8977434642343747,0.9445165463707144,564.6882692966614
0,rec_grapheme_10000_horizontal_C,126.0,test,0.7909835903486969,0.8984582378340915,0.951232761863237,565.529370743837
0,rec_grapheme_10000_horizontal_C,296.0,train,0.9999999687500012,1.0,1.0,2234.2573413958394
0,rec_grapheme_10000_horizontal_C,141.0,train,0.9968749688476573,0.9995535714425224,0.9995535714425224,2236.560894308894
0,rec_grapheme_10000_horizontal_C,296.0,eval,0.8524589989250205,0.92894955258788,0.959186346139494,417.8118387179904
0,rec_grapheme_10000_horizontal_C,141.0,eval,0.8155737537792264,0.9123292367692096,0.9562773775114468,599.2527171583592
0,rec_grapheme_10000_horizontal_C,296.0,test,0.8217212946368587,0.9147345841047752,0.9553842493312924,482.0026320906366
0,rec_grapheme_10000_horizontal_C,131.0,train,0.9937499689453136,0.998854166702474,0.9992708333561198,2590.215358573545
0,rec_grapheme_10000_horizontal_C,141.0,test,0.7930327706345744,0.9043496311559892,0.948956165934522,535.5805143013512
0,rec_grapheme_10000_horizontal_C,146.0,train,0.9968749688476573,0.9993750000195313,0.9993750000195313,2582.7052723562883
